2025-10-19 21:50:31;Admin adicionou o curso 'analise e desenvolvimento de sistemas'
2025-10-19 21:51:17;Admin adicionou a turma: analise e desenvolvimento de sistemas (202502)
2025-10-19 21:51:36;Admin registrou o usuario (Professor): pedro
2025-10-19 21:53:37;Admin adicionou a matéria 'engenharia'
